n 40, a 1.0, g 1, av_hit_count 0.624
n 120, a 1.0, g 1, av_hit_count 0.755
n 120, a 1.0, g 2, av_hit_count 0.899
n 120, a 1.0, g 3, av_hit_count 0.866
n 120, a 1.0, g 4, av_hit_count 0.702
n 120, a 1.0, g 5, av_hit_count 0.508
n 120, a 1.0, g 6, av_hit_count 0.355
n 120, a 1.0, g 7, av_hit_count 0.211
n 120, a 1.0, g 8, av_hit_count 0.142
n 120, a 1.0, g 9, av_hit_count 0.09
n 120, a 1.0, g 10, av_hit_count 0.059
n 120, a 1.0, g 11, av_hit_count 0.039
n 120, a 1.0, g 12, av_hit_count 0.034
n 120, a 1.0, g 13, av_hit_count 0.024
n 120, a 1.0, g 14, av_hit_count 0.018
n 120, a 1.0, g 15, av_hit_count 0.011
n 120, a 1.0, g 16, av_hit_count 0.005
n 120, a 1.0, g 17, av_hit_count 0.004
n 120, a 1.0, g 18, av_hit_count 0.003
n 120, a 1.0, g 19, av_hit_count 0.002
n 120, a 1.0, g 20, av_hit_count 0.002
n 120, a 1.0, g 21, av_hit_count 0.001
n 120, a 1.0, g 22, av_hit_count 0
n 120, a 1.0, g 23, av_hit_count 0
n 120, a 1.0, g 24, av_hit_count 0
n 120, a 1.0, g 25, av_hit_count 0.001
n 120, a 1.0, g 26, av_hit_count 0
n 120, a 1.0, g 27, av_hit_count 0.001
n 120, a 1.0, g 28, av_hit_count 0.001
n 120, a 1.0, g 29, av_hit_count 0
n 120, a 1.0, g 30, av_hit_count 0
n 140, a 1.0, g 1, av_hit_count 0.773
n 140, a 1.0, g 2, av_hit_count 0.91
n 140, a 1.0, g 3, av_hit_count 0.896
n 140, a 1.0, g 4, av_hit_count 0.765
n 140, a 1.0, g 5, av_hit_count 0.561
n 140, a 1.0, g 6, av_hit_count 0.363
n 140, a 1.0, g 7, av_hit_count 0.209
n 140, a 1.0, g 8, av_hit_count 0.137
n 140, a 1.0, g 9, av_hit_count 0.103
n 140, a 1.0, g 10, av_hit_count 0.067
n 140, a 1.0, g 11, av_hit_count 0.043
n 140, a 1.0, g 12, av_hit_count 0.038
n 140, a 1.0, g 13, av_hit_count 0.024
n 140, a 1.0, g 14, av_hit_count 0.008
n 140, a 1.0, g 15, av_hit_count 0.013
n 140, a 1.0, g 16, av_hit_count 0.005
n 140, a 1.0, g 17, av_hit_count 0.006
n 140, a 1.0, g 18, av_hit_count 0.002
n 140, a 1.0, g 19, av_hit_count 0
n 140, a 1.0, g 20, av_hit_count 0.005
n 140, a 1.0, g 21, av_hit_count 0.002
n 140, a 1.0, g 22, av_hit_count 0
n 140, a 1.0, g 23, av_hit_count 0
n 140, a 1.0, g 24, av_hit_count 0.002
n 140, a 1.0, g 25, av_hit_count 0.001
n 140, a 1.0, g 26, av_hit_count 0
n 140, a 1.0, g 27, av_hit_count 0
n 140, a 1.0, g 28, av_hit_count 0
n 140, a 1.0, g 29, av_hit_count 0
n 140, a 1.0, g 30, av_hit_count 0
n 160, a 1.0, g 1, av_hit_count 0.798
n 160, a 1.0, g 2, av_hit_count 0.922
n 160, a 1.0, g 3, av_hit_count 0.917
n 160, a 1.0, g 4, av_hit_count 0.793
n 160, a 1.0, g 5, av_hit_count 0.62
n 160, a 1.0, g 6, av_hit_count 0.421
n 160, a 1.0, g 7, av_hit_count 0.274
n 160, a 1.0, g 8, av_hit_count 0.167
n 160, a 1.0, g 9, av_hit_count 0.094
n 160, a 1.0, g 10, av_hit_count 0.074
n 160, a 1.0, g 11, av_hit_count 0.042
n 160, a 1.0, g 12, av_hit_count 0.03
n 160, a 1.0, g 13, av_hit_count 0.021
n 160, a 1.0, g 14, av_hit_count 0.018
n 160, a 1.0, g 15, av_hit_count 0.01
n 160, a 1.0, g 16, av_hit_count 0.008
n 160, a 1.0, g 17, av_hit_count 0.007
n 160, a 1.0, g 18, av_hit_count 0.004
n 160, a 1.0, g 19, av_hit_count 0.003
n 160, a 1.0, g 20, av_hit_count 0.001
n 160, a 1.0, g 21, av_hit_count 0.003
n 160, a 1.0, g 22, av_hit_count 0.003
n 160, a 1.0, g 23, av_hit_count 0
n 160, a 1.0, g 24, av_hit_count 0.002
n 160, a 1.0, g 25, av_hit_count 0
n 160, a 1.0, g 26, av_hit_count 0
n 160, a 1.0, g 27, av_hit_count 0
n 160, a 1.0, g 28, av_hit_count 0
n 160, a 1.0, g 29, av_hit_count 0
n 160, a 1.0, g 30, av_hit_count 0
